standard_form,dialect_form
그 너는 그림 그려 주고 말고지 우리 애들은 너무 활발해가지고 진짜,그 니는 그림 그려 주고 말고지 우리 애들은 너무 활발해가지고 진짜
나 닮아서 활발한 건지 모르겠는데 일단은 일단 기본으로 술래잡기,내 닮아서 활발한 건지 모르겠는데 일단은 일단 기본으로 술래잡기
동생보다는 약간 언니나 위에 자매를 조금 가지고 싶거든 근데 너는 언니 있지 않아?,동생보다는 약간 언니나 위에 자매를 쫌 가지고 싶거든 근데 니는 언니 있다 아이가?
너는 동생이 나은 거 같애 약간 위에 언니나 그런 게 나은 거 같애?,니는 동생이 나은 거 같애 약간 위에 언니나 그런 게 나은 거 같애?
너는 근데 막 옷 빌려 입을 가족은 없겠다 맞지?,니는 근데 막 옷 빌려 입을 가족은 없겠다 맞제?
근데 남동생이다 보니까 애들이 덩치가 커가주고,근데 남동생이다 보니까 애들이 등치가 커가주고
쪼그마한 게 쪼그마한 언니한테 고모라 하고 있으니까 사람들이 이상하게 쳐다보는 거야,쬐맨한 게 쬐맨한 언니한테 고모라 하고 있으니까 사람들이 이상하게 쳐다보는 거라
그래가지고 근데 게다가 그 사촌 언니 고모가 나보다 쪼끄매,그래가지고 근데 게다가 그 사촌 언니 고모가 내보다 쪼꼬매
내가 키가 크다 보니까 사람들이 다 쪼끄매가지구 분명 쟤가 동생인 거 같은 아,내가 키가 크다 보니까 사람들이 다 쪼꼬매가지구 분명 쟤가 동생인 거 같은 아
근데 내가 데리고 다니면은 엄마인 줄 아는 거야,근데 내가 델꼬 다니면은 엄마인 줄 아는 거야
아무래도 내가 다 챙겨 줘야 되고 이러니까 너도 지금 챙김 받는 거 다 말했지 않아?,아무래도 내가 다 챙겨 줘야 되고 이러니까 니도 지금 챙김 받는 거 다 말했다 아이가?
약간 동생을 어리니까 봐줘라 이런 게 많으니까 너는 뭐 그런 거 없니?,약간 동생을 어리니까 봐줘라 이런 게 많으니까 니는 뭐 그런 거 없나?
그러니까 너만 봐주거나 이런 거 없었어 어릴 때?,그니까 니만 봐주거나 이란 거 없드나 어릴 때?
진짜 어렸을 때 내 초등학교 초등학생 때는 인제 언 언니가 인제,진짜 어렸을 때 내 초등학교 초등학생 때는 인제 언 언니야가 인제
나한테 약간 시기 질투를 해가주고 그런 게 많았는데,내한테 약간 시기 질투를 해가주고 그런 게 많았는데
내가 그랬지 않아 그,내가 그랬다 아이가 그
내리막길에서 같이 학교 간다고 내려가는데 언니가 뒤에서 밀어가주고 나 여기 다리 다 다 까져가주고,내리막길에서 같이 학교 간다고 내려가는데 언니야가 뒤에서 밀어가주고 내 여기 다리 다 다 까져가주고
그 정도로 언니가 나를 싫어했단 말이야 근데 인제 조금 크고,그 정도로 언니가 내를 싫어했단 말이야 근데 인제 쫌 크고
얘기 얘기 조금 통하고 이러니까 언니랑 싸우면 인제 무조건 엄마 아빠는 언니 편,얘기 얘기 쫌 통하고 이러니까 언니야랑 싸우면 인제 무조건 엄마 아빠는 언니 편
대신에 이제 언니가 나를 챙겨 주는 거지,대신에 이제 언니가 내를 챙겨 주는 거지
이제 그렇게 하니까 서열 정리가 조금 되더라고,이제 그렇게 하니까 서열 정리가 쫌 되더라고
너는 동생들 잡아 팬 적 없니?,니는 동생들 잡아 팬 적 없나?
야 근데 너 말하자마자 내가 소름 돋은 게 나도 동생 진짜 시기 질투 많이 했거든,야 근데 니 말하자마자 내가 소름 돋은 게 나도 동생 진짜 시기 질투 많이 했거든
시기 질투 많이 했다 그래야 되나 그래도 너 너희 언니보다는 그게 밖으로 표출된 게 적긴 한데,시기 질투 많이 했다 그래야 되나 그래도 니 너네 언니보다는 그게 밖으로 표출된 게 적긴 한데
동생이 한창 어리고 나랑 나이 차도 많이 나니까 근데,동생이 한창 어리고 내랑 나이 차도 많이 나니까 근데
너무 질투가 나가지고 내가 일부러,너무 질투가 나가지고 내가 일부로
이렇게 어른들한테 가가지고 이르는 거야 얘가 뭐 했다고 이러니까 근데 가서 말하니까,이케 어른들한테 가가지고 이르는 거야 얘가 뭐 했다고 이러니까 근데 가서 말하니까
그냥 나 혼자 씩씩거리고 약간 그런 것도 있지 않아?,걍 내 혼자 씩씩거리고 약간 그런 것도 있다 아이가?
너는 꼬집힘 안 당해 봤어?,니는 꼬집힘 안 당해 봤나?
엄마가 하는 말로는 인제 나 이렇게,엄마가 하는 말로는 인제 내 일케
항상 아 뭐라 해야 되지 기어 다닐 때,항상 아 뭐라 해야 되지 기어 댕길 때
막 아장아장 기어 다닐 때 인제 그때,막 아장아장 기어 댕길 때 인제 그때
내 얼굴 위에 앉고 막 이런 적은 있었다 하더라 근데 뭐 지금은,내 얼굴 위에 앉고 막 이런 적은 있었다 카드라 근데 뭐 지금은
저번에 옷을 빌려 입었었어 근데 그러구 내가 내 방에다 놓아두고,저번에 옷을 빌려 입었었어 근데 그러구 내가 내 방에다 놔뚜고
그냥 놓아두었단 말이야 근데 언니가 저번에 한번 얘기했었어 자기 옷을 왜 빌려다 입고 너 방에다 놓아두냐고 그래가주구 내가,그냥 놔뛌단 말이야 근데 언니야가 저번에 한번 얘기했었어 자기 옷을 왜 빌려다 입고 니 방에다 놔뚜냐고 그래가주구 내가
또 그거를 아 일요일에 한 번 입고 인제 또 그거를 내 방에다 놓아두었어,또 그거를 아 일요일에 한 번 입고 인제 또 그거를 내 방에다 놔뛌어
또 그거 가주고 카톡이 오는 거야 너 왜 내 옷 갖다 입고,또 그거 가주고 카톡이 오는 거야 니 왜 내 옷 갖다 입고
여기다 놓아두냐고 내가 그렇게 하지 말라 그랬지 이러면서,여기다 놔뚜냐고 내가 그렇게 하지 말라 그랬지 이러면서
아까 수업하고 있는데 카톡이 또 이 장문으로 오는 거야,아까 수업하고 있는데 카톡이 또 이 장문으로 오는 거라
그런 건 좀 스트레스받는  자기는 맨날 자기 옷,그런 건 좀 스트레스받는  지는 맨날 지 옷
자기는 맨날 내 옷 뺏아 입고 자기 방에다가 틀어박 박아 두면서 서랍 안에다가,지는 맨날 내 옷 뺏아 입고 지 방에다가 틀어박 박아 두면서 서랍 안에다가
내가 뭘 집에 사 놓아가지고 냉장고에 놓아둬,내가 뭘 집에 사 놔가지고 냉장고에 놔둬
그럼 내가 먹을라고 엄청 기분 좋게 나중에 먹을려고 언제 먹지 이렇게 생각을 다 해 놓았는데,그럼 내가 먹을라고 엄청 기분 좋게 나중에 먹을려고 언제 먹지 이렇게 생각을 다 해 놨는데
딱 보니까 없는 거야,딱 보니까 없는 거라
막내동생한테 백 퍼 걔가 먹었거든 이는 내 거 잘 안 먹거든 나 무서워가주고 안 건드려 잘,막내동생한테 백 퍼 걔가 먹었거든 이는 내 거 잘 안 먹거든 내 무서워가주고 안 건드려 잘
동생이 그리고 또 감수성이 풍부해 나 닮아서 그런진 모르겠는데,동생이 그리고 또 감수성이 풍부해 내 닮아서 그런진 모르겠는데
근데 그래도 내가 여 남 남이지 않아?,근데 그래도 내가 여 남 남이다 아이가?
근데 애기들은 진짜 금방 크지 않아?,근데 애기들은 진짜 금방 큰다 아이가?
그래가주구 지금 진짜 동생이 아장아장 걸을 때 나 기저귀 다 다 갈아 주고 이랬거든,그래가주구 지금 진짜 동생이 아장아장 걸을 때 내 기저귀 다 다 갈아 주고 이랬거든
분명 나보다 작았는데 나보다 크고,분명 내보다 짝았는데 내보다 크고
언니가 너랑 나이 차이가 여섯 살 정도 나니까 네 살 네 살 정도 나니까,언니가 니랑 나이 차이가 여섯 살 정도 나니까 네 살 네 살 정도 나니까
그래도 어떻게 보면 같이 컸긴 한데 그래도 조금 먼저,그래도 어떻게 보면 같이 컸긴 한데 그래도 쫌 먼저
먼저 컸지 않아 그래서 약간 너 약간 키운 느낌도 나고 아마 그럴걸?,먼저 컸다 아이가 그래서 약간 니 약간 키운 느낌도 나고 아마 그럴걸?
우리 언니 성격에 나를 키우거나,우리 언니 성격에 내를 키우거나
요새 할머니 할아버지 잘 계시지?,요새 할머니 할아버지 잘 계시제?
안 그래도 아까 전에 우리 할머니한테 전화하고 왔는데 목욕하고 이제 나왔다 하더라고,안 그래도 아까 전에 우리 할머니한테 전화하고 왔는데 목욕하고 이제 나왔다 카더라고
또 가야 되는데 이번 달에 김장하지 않아?,또 가야 되는데 이번 달에 김장한다 아이가?
너희 할머니는 건강 괜찮으시니?,너희 할머니는 건강 괜찮으시나?
음 다 괜찮은데 응 조금 할아버지가,음 다 괜찮은데 응 쫌 할아버지가
할아버지 진짜 옛날에는 날아다녔거든 근데,할아버지 진짜 옛날에는 날아댕겼거든 근데
막 허리 이렇게 조금 굽어 있고 이런 거 보니까,막 허리 이렇게 쫌 굽어 있고 이런 거 보니까
막 할아버지 냄새 있지 않아 그런 거 나고,막 할아버지 냄새 있다 아이가 그런 거 나고
아 그러니까 볼 때마다 조금 마음이 아프드라 너는 할아버지 잘 계셔?,아 그러니까 볼 때마다 쫌 마음이 아프드라 니는 할아버지 잘 계셔?
약간 그런 거 알지?,약간 그런 거 알제?
할아버지한테 옷 사 달라고 조른다고 전화를 한번 해 봤어 알랑방귀 뀔라고,할아버지한테 옷 사 달라고 쪼른다고 전화를 한번 해 봤어 알랑방구 뀔라고
그래도 바로 물어보긴 좀 그렇지 않아 그래가주고 그냥 안부  하는데 근데,그래도 바로 물어보긴 좀 그렇다 아이가 그래가주고 그냥 안부  하는데 근데
약간 보면은 나이가 어릴 때는 보통 여자애들이 조금 세잖아,약간 보면은 나이가 어릴 때는 보통 여자애들이 쫌 쎄잖아
약간 할머니 할아버지 그냥 길가에 지나가는 할머니 할아버지 보면은,약간 할머니 할아버지 걍 길가에 지나가는 할머니 할아버지 보면은
예쁘게 늙으신 할머니 할아버지들 많지 않아?,예쁘게 늙으신 할머니 할아버지들 많다 아이가?
내가 이십 대 초창기에 그런 것까지  생각을 해야 되니?,내가 이십 대 초창기에 그런 것까지  생각을 해야 되나?
약간 정해져 있지 않아 그 혹시 영화 루시 이런 거,약간 정해져 있다 아이가 그 혹시 영화 루시 이런 거
조금 좋은 거 같더라 가족들,쫌 좋은 거 같더라 가족들
동영상하고 사진하고 이런 거 많이 찍어 놓는 게 좋드라 너도 그렇게 많이 찍어 놓아라,동영상하고 사진하고 이런 거 많이 찍어 놓는 게 좋드라 니도 그렇게 많이 찍어 놔라
네가 사진하고 동영상 하니까 생각나는 건데  예전에,니가 사진하고 동영상 하니까 생각나는 건데  예전에
그럼 내가 아까 전에 말했듯이 애들 진짜 빨리 크지 않아 근데 분명,그럼 내가 아까 전에 말했듯이 애들 진짜 빨리 큰다 아이가 근데 분명
그냥 내가 실제로 보기에는 그렇게 별 차이가 없는 거 같은데 사진으로 보면은 애가 엄청 커 있는 거야,걍 내가 실제로 보기에는 그렇게 별 차이가 없는 거 같은데 사진으로 보면은 애가 엄청 커 있는 거야
그리고 진짜 갓난아이 때부터 진짜 빨리 크는 거 알지 근데도,그리고 진짜 깟난애기 때부터 진짜 빨리 크는 거 알제 근데도
완전 나 어릴 때 나 어릴 때면 할머니 완전 젊을 때지  젊을 때 사진 보면은,완전 내 어릴 때 내 어릴 때면 할머니 완전 젊을 때지  젊을 때 사진 보면은
이런데 또 지금 보면 되게 마음 아픈 거 있지 노안도 노안이겠지만 응 고생도 많이 했고,이런데 또 지금 보면 되게 마음 아픈 거 있제 노안도 노안이겠지만 응 고생도 많이 했고
진짜 다 버려두고 그냥  귀농 생활 귀농 생활 할 거다 약간 그 뭐라 하드라?,진짜 다 버려두고 그냥  귀농 생활 귀농 생활 할 거다 약간 그 머라 하드라?
그 뭐더라 뭔지 기억은 안 나는데 어쨌든 그렇게,그 머더라 먼지 기억은 안 나는데 어쨌든 그렇게
귀농 생활 할 거야 너는 할머니,귀농 생활 할 거야 니는 할머니
너는 할머니 될 때까지 살고 싶니?,니는 할머니 될 때까지 살고 싶나?
약간 그런 꿈은 있다 뭔가,약간 그런 꿈은 있다 먼가
있지 않아 그럼 약간 바다 별장 같은 진짜,있다 아이가 그럼 약간 바다 별장 같은 진짜
아 조금 심심한데 이렇게 하면은,아 쫌 심심한데 이렇게 하면은
할머니 할아버지 이사 얘기도 약간 나오더라 너 우리 할머니 할아버지 집 가 봤지 않아 약간,할머니 할아버지 이사 얘기도 약간 나오더라 니 우리 할머니 할아버지 집 가 봤다 아이가 약간
허름한 막 빌딩 이렇게 높은 데 가운데 이렇게 쪼끄마한 뭐라 해야 되지 약간,허름한 막 빌딩 이렇게 높은 데 가운데 이렇게 쪼끄만한 뭐라 해야 되지 약간
그런 쪼끄마한 주택이지 않아 그래가주구 엄마랑 할,그런 쪼끄만한 주택이다 아이가 그래가주구 엄마랑 할
너희 할머니 할아버지는 계속 영덕에 계신대?,니네 할머니 할아버지는 계속 영덕에 계신대?
그러니까 나이를 어느 정도 먹었잖아,근까 나이를 어느 정도 먹었잖아
그러니까 보니까 우리 집 딱 들어가면은 한자로 가훈인진 모르겠는데 한자로 네 글자가 딱딱 딱딱 써져 있거든,그니까 보니까 우리 집 딱 들어가면은 한자로 가훈인진 모르겠는데 한자로 네 글자가 딱딱 딱딱 써져 있거든
나는 비디오 가게 이런 게 조금 유행을 했었어 그래서,나는 비디오 가게 이런 게 쫌 유행을 했었어 그래서
조금 되게 오랫동안 봤던 거 같애 아까 테니스의 왕자 말한 거는 조금 정확하게 기억이 나기 시작한 나이대의 내 인생,쫌 되게 오랫동안 봤던 거 같애 아까 테니스의 왕자 말한 거는 쫌 정확하게 기억이 나기 시작한 나이대의 내 인생
